income,age,loan,LTI,default10yr
37403.7954,47.9441217,2044.047045,0.054648119,No
31652.69373,62.02380247,5151.070445,0.16273719,No
32727.70073,34.47487101,1087.919364,0.033241546,No
69078.60481,25.10752405,4076.583914,0.059013698,No
40622.19487,41.52718879,4949.902333,0.121852164,No
37521.01717,60.54107743,8.012076247,0.000213536,No
30735.8085,22.24209774,5946.822297,0.193481889,Yes
24857.69488,21.59867635,2692.163459,0.108303021,No
33180.20159,49.56597728,4621.997742,0.139299869,No
66628.26009,52.38387344,5992.885092,0.089945094,No
38564.93213,21.21649167,5604.16999,0.145317771,Yes
33704.5085,33.18310623,5898.000893,0.174991452,Yes
57018.48483,44.82571531,3507.252166,0.061510792,No
40526.90279,28.60637596,2119.984911,0.052310558,No
50827.98052,51.01293719,1765.983337,0.034744314,No
40775.8116,60.28875683,1922.610022,0.047150748,No
55467.15141,56.85133096,9226.902041,0.166348944,No
38789.02939,61.22928543,7650.65521,0.197237604,No
58074.84013,50.07492427,7388.02444,0.127215579,No
57814.10634,43.8309231,7252.120004,0.12543859,No
45190.72918,53.83952,7893.559889,0.174672107,No
36801.90718,43.02794342,5406.344926,0.146903934,No
68811.77942,24.03826535,4211.302611,0.061200316,No
30483.29553,33.65644124,4514.00978,0.148081423,Yes
44930.39417,19.77738585,7708.315625,0.171561273,Yes
43671.45655,25.58503698,8066.697865,0.184713277,Yes
27612.9148,19.21244819,1513.6242,0.054815807,No
53607.32693,27.5617124,2378.766173,0.0443739,No
33036.68312,25.06336742,958.9798221,0.029027727,No
64275.83489,61.440913,7520.032053,0.116996256,No
30673.8375,59.33383708,383.1075694,0.012489718,No
58793.61431,56.49441041,4391.981054,0.074701668,No
21053.49062,63.37940765,754.6018821,0.035842127,No
42095.4222,55.36618805,1183.704568,0.028119556,No
50360.67879,28.83954247,4217.166823,0.083739277,No
41970.72448,63.16991394,1622.317392,0.038653548,No
51663.41018,63.73571024,4147.888585,0.080286775,No
53601.81244,20.24062127,9601.375482,0.179124083,Yes
43439.98873,24.17947032,6879.306007,0.158363439,Yes
51461.05317,36.65155863,7292.264177,0.141704527,No
41285.17231,47.97630816,2313.825005,0.05604494,No
62895.74977,49.92260372,2001.281514,0.031819026,No
57296.16082,25.70848233,10601.08278,0.185022567,Yes
60844.09249,45.655205,12072.25576,0.198412948,No
47634.54955,44.29487133,141.7038179,0.002974812,No
23998.32369,29.91003349,3928.303909,0.163690763,Yes
63391.61597,34.73926766,190.8892748,0.00301127,No
21534.55122,44.31503802,228.335387,0.010603211,No
28255.65251,35.51401737,2109.242798,0.074648526,No
36496.13393,19.51571649,165.5060901,0.004534894,No
41631.6663,53.04765477,106.0907472,0.002548319,No
68762.41666,20.99124336,2796.752303,0.040672688,No
30075.26492,29.23505652,2628.577923,0.087399992,No
41302.67418,38.66061858,1379.913124,0.033409777,No
39703.75943,47.46874099,2403.478216,0.060535281,No
63161.09204,59.67511498,804.0924415,0.012730819,No
63062.1421,26.58577848,56.16616439,0.000890648,No
34507.52791,38.58778339,1793.750255,0.051981419,No
27954.70777,29.90452167,1627.041405,0.058202769,No
37369.38206,35.34194884,3783.601151,0.101248695,No
43912.06274,23.82192118,7757.136789,0.176651615,Yes
22766.7745,29.32590147,1429.401762,0.062784553,No
21603.3057,21.37503332,178.333871,0.008254934,No
61952.90669,18.47742502,3635.600589,0.058683293,No
36116.36509,22.53588419,1494.984568,0.04139355,No
26157.77727,22.82693773,2295.811656,0.087767842,No
26458.3832,59.52298674,552.3981664,0.020878002,No
69156.30377,53.4108625,7364.735578,0.10649406,No
39441.44476,46.75389592,1034.758838,0.026235318,No
60119.06581,45.07696923,1810.96046,0.030122898,No
55613.48546,24.37712877,4255.252137,0.076514754,No
37049.38624,29.42301855,6056.817214,0.163479556,Yes
23122.06493,53.30953584,4263.493031,0.184390669,No
48790.13243,32.47562106,5519.09604,0.113119103,No
59132.68516,48.34499296,4575.527635,0.077377302,No
55305.57483,53.58227987,8176.707165,0.147845985,No
26037.46364,24.78310779,3293.250879,0.126481247,Yes
64899.80503,38.11601668,4654.249217,0.071714379,No
27089.12432,21.2076896,5029.488782,0.185664502,Yes
45341.47464,22.56956836,6525.218423,0.143912797,Yes
24865.79807,37.30975294,4439.116154,0.178522971,No
28239.54321,26.19220966,4189.832568,0.148367576,Yes
52730.0805,50.23778499,5706.325323,0.108217649,No
28982.05815,39.04840987,2898.761824,0.100019185,No
36221.26601,26.10150042,5094.670084,0.140654114,Yes
33551.12437,58.85692749,4333.360862,0.129156949,No
43891.35597,49.1538267,5792.906333,0.131982852,No
45148.88572,60.52500645,6455.391772,0.142980091,No
58481.01216,40.83291823,5380.560596,0.092005258,No
69579.92921,57.75624316,10868.24147,0.156197938,No
52743.30857,44.04851651,2684.700671,0.050901256,No
65635.66153,51.16771448,12701.60348,0.193516804,No
34559.90704,29.11218199,3317.529874,0.095993599,No
60218.53153,32.47188772,3157.961082,0.052441682,No
51689.54854,46.15419152,9881.976006,0.191179383,No
47541.61434,55.23458507,1611.216597,0.033890658,No
62905.79302,27.90965196,11423.9363,0.181603883,Yes
65632.60458,47.10576675,12498.04045,0.190424265,No
31847.85372,41.41633576,2913.769931,0.091490308,No
27947.44028,58.34845518,5514.117421,0.197303129,No
62246.72725,31.08188451,406.7207693,0.00653401,No
40154.68857,60.5296832,6013.152874,0.149749708,No
58627.55488,33.11565325,1215.65256,0.020735174,No
33441.05107,27.87348619,5282.72856,0.157971367,Yes
55603.7868,43.83947279,1411.13008,0.025378309,No
31046.37897,29.29739875,4907.674084,0.158075571,Yes
44708.09987,21.10877357,2390.850597,0.0534769,No
23340.2707,42.8286153,2707.760939,0.116012405,No
24830.18197,28.97024523,2046.68505,0.082427308,No
31422.74739,53.89808021,1686.835902,0.053681999,No
60477.23385,60.40210646,10711.7009,0.177119557,No
26039.02149,49.39040223,2056.752382,0.078987315,No
36186.84807,50.50675221,1130.735265,0.031247133,No
39772.11873,43.72544781,5492.893689,0.138109154,No
34730.16407,63.37623301,818.5084419,0.023567653,No
23118.48331,57.58105032,1746.936559,0.075564497,No
50072.84763,33.01527275,8088.568019,0.16153601,Yes
67465.06239,23.61105385,1802.616994,0.026719267,No
38625.63201,19.6300378,5836.563381,0.151105965,Yes
45227.48283,26.72316244,5521.507405,0.122083014,Yes
64901.89773,44.93881585,9589.833525,0.147758908,No
40543.91354,51.46087562,6507.850191,0.160513617,No
27793.26672,60.51690847,382.2489041,0.013753292,No
61167.77482,20.58363144,10396.61815,0.16996888,Yes
64619.66462,26.04209269,9704.782409,0.150183113,Yes
37593.75787,54.01041531,7274.325628,0.193498231,No
35032.6496,56.72462562,135.9316845,0.003880143,No
58364.46498,55.59654948,5809.899,0.099545143,No
56945.81041,45.55402051,6388.369826,0.112183316,No
27204.84855,29.07209672,3827.893915,0.140706312,Yes
21648.26103,52.58703992,3558.527262,0.164379359,No
31077.85689,44.2215167,4452.330679,0.143263762,No
42522.92241,53.86865108,6790.850263,0.159698579,No
31769.24772,44.77438059,1148.221436,0.036142544,No
35556.77991,23.77743318,6361.973438,0.178924342,Yes
52908.82424,53.69563592,9841.080553,0.186000742,No
35045.13141,28.65328366,2382.466772,0.067982817,No
44488.16448,33.43120549,2751.088843,0.061838668,No
41679.93712,53.66990824,395.0007751,0.009477,No
54619.9472,52.42442217,10780.27188,0.197368772,No
38053.62313,26.20688032,6110.572792,0.16057795,Yes
64718.66178,37.27649201,1485.079935,0.022946703,No
43159.08497,62.44209669,4350.019897,0.100790364,No
29445.5105,28.44567748,1758.881865,0.059733448,No
25817.38988,37.94548019,4115.484719,0.159407467,No
66356.85674,61.52484883,10725.48473,0.161633405,No
56676.158,46.67896953,2278.554349,0.040203049,No
61000.04277,48.62361021,2160.784908,0.035422679,No
58906.25169,42.04934198,9290.575345,0.157717985,No
49589.15372,42.77525588,2627.405488,0.052983471,No
40141.60354,56.15141838,845.3663713,0.021059606,No
31659.72821,31.92815368,858.511388,0.027116827,No
62658.22163,25.46316007,3343.367161,0.053358794,No
39264.4835,37.02775284,5255.788283,0.13385604,No
46643.12648,53.40508337,6440.861434,0.138088115,No
30515.37212,20.16187772,415.240435,0.013607582,No
65077.32203,50.97913471,11061.81189,0.169979519,No
60871.869,61.2601442,4844.172224,0.079579817,No
25011.1039,36.21518966,3834.042782,0.153293625,No
68407.18551,60.93758158,597.9440655,0.008740954,No
43727.43934,55.19259935,1170.556334,0.026769378,No
45788.7471,41.26194623,5894.041317,0.128722485,No
65705.01082,50.92843185,1969.794134,0.029979359,No
32434.70251,41.35317101,2738.440496,0.084429339,No
58121.66858,27.30180023,7531.101249,0.12957476,Yes
62498.50725,31.9096908,3312.877622,0.053007308,No
26090.72588,48.07852007,4255.626392,0.163108777,No
64780.93854,20.22810118,8402.415586,0.129705061,Yes
65588.40342,22.91821226,7879.738136,0.120139197,Yes
65743.70367,52.3005041,7724.571414,0.117495227,No
37164.52158,47.29545476,1445.802189,0.038902753,No
65176.52978,48.96321098,2365.28749,0.036290479,No
34615.54217,25.51438965,6476.760852,0.187105573,Yes
59079.46505,58.6383316,10326.08977,0.174783061,No
56267.17164,22.48613604,7329.243164,0.130257892,Yes
34862.82129,54.96487331,6040.772062,0.173272611,No
60521.3641,45.42499301,8035.883173,0.132777628,No
42276.78291,57.93069619,8055.305084,0.190537324,No
38451.17771,63.42145549,3441.261416,0.089496905,No
45985.10865,53.5338888,7382.056426,0.160531456,No
51000.42244,27.80299751,778.7326956,0.015269142,No
31523.10777,40.44616794,5174.570569,0.164151663,No
28648.67675,18.39696983,1870.925253,0.065305817,No
27514.42796,21.8976978,3400.910744,0.123604632,Yes
27441.00038,37.39906989,1455.047602,0.053024583,No
67709.24159,50.41293228,5136.819308,0.075865852,No
38600.70719,44.72279622,2749.080191,0.071218389,No
30950.29541,26.31019433,5043.148637,0.162943473,Yes
27083.82287,60.66665852,3286.212882,0.121334898,No
21512.74527,24.7795283,2453.376121,0.114042912,No
34796.00356,58.48789988,443.6665381,0.012750503,No
27089.39284,51.29419704,1851.311563,0.068340829,No
25259.40163,39.73976626,4341.008082,0.171857123,No
47007.31358,45.01979643,4069.402646,0.086569564,No
20358.66502,53.61518031,1064.686918,0.0522965,No
67900.22653,43.51430384,7902.742965,0.116387579,No
54418.47099,55.2220663,5630.741221,0.10347114,No
51288.55469,29.92074847,6536.966363,0.127454681,Yes
28199.60163,36.66870417,3871.688902,0.137295872,No
22199.61514,60.10481888,1498.390919,0.067496257,No
50514.46963,57.37965014,2003.65357,0.039664943,No
34414.24034,54.5301724,617.5387522,0.01794428,No
37633.08743,29.42141257,868.1624733,0.023069127,No
55235.50407,47.00526014,4910.547658,0.088902016,No
45587.55184,62.02213807,8366.614268,0.183528484,No
52757.79494,53.08221445,2321.206314,0.04399741,No
41174.80813,52.33937637,2888.44471,0.070150775,No
25685.5352,39.00918946,490.7429211,0.019105809,No
28145.303,55.54762961,4805.971549,0.170755723,No
52094.21837,40.84450776,495.0211992,0.009502421,No
33552.38598,25.15961094,6054.244126,0.180441538,Yes
37400.93377,50.10848668,1693.137378,0.045269923,No
21605.72509,23.2381696,2828.308618,0.130905517,Yes
57562.89174,56.60056735,8508.835399,0.147818067,No
62288.53961,25.60217264,10657.10612,0.171092567,Yes
22767.2642,45.12328068,1205.786013,0.052961392,No
20943.04333,19.81963119,4098.11579,0.195679096,Yes
20622.8601,30.4140331,3518.452629,0.170609344,Yes
48436.66463,49.02784977,5851.409789,0.120805382,No
27574.63418,57.64370906,1017.39616,0.036896089,No
62889.36214,33.2456503,6525.151793,0.10375605,No
37683.20049,55.58721086,7414.552853,0.196760168,No
54974.4555,61.98420323,8922.199717,0.162297191,No
56326.08667,40.40545522,4816.776074,0.085515901,No
65670.88344,50.00469847,3950.870172,0.060161672,No
50730.73339,41.97006679,1879.059662,0.037039868,No
64184.91579,46.44703643,1854.239613,0.028889025,No
66179.32411,48.12079915,3646.93786,0.055106907,No
24969.5268,45.12099322,3595.501942,0.143995598,No
54925.51827,40.80560311,554.4883448,0.010095277,No
67879.24802,43.59720866,10433.47435,0.153706393,No
67787.52676,53.36234044,9607.498847,0.141729597,No
31657.6193,37.77866429,1448.071984,0.045741658,No
36559.13503,19.71617609,3030.267241,0.082886732,No
57787.56566,22.64466921,6339.850844,0.109709602,No
42521.72601,47.70428875,2661.612516,0.062594179,No
51935.18063,21.49550533,5649.452468,0.108778912,No
45677.87613,51.69305562,2966.246125,0.064938355,No
51363.59581,21.0219966,761.4224042,0.014824165,No
27218.56103,55.17101996,4145.003587,0.152285919,No
43677.62922,32.55303035,6739.858598,0.154309167,Yes
21533.59551,57.90168346,1971.55422,0.091557131,No
28010.19093,55.36689966,3971.155479,0.141775381,No
51589.28275,50.31346489,56.99097407,0.001104706,No
50480.95269,27.08039063,8831.184365,0.174940921,Yes
43957.35058,21.14484884,5416.357798,0.123218477,Yes
61878.34655,33.00635954,567.6687734,0.009173949,No
60153.33697,20.30086013,6472.347007,0.107597472,No
33388.58334,62.00167495,4551.876889,0.136330339,No
41310.40178,53.57694074,4481.162213,0.108475397,No
25576.95393,51.93226805,1922.656626,0.075171447,No
51455.09845,37.2856837,9447.117157,0.183599244,No
48134.15693,47.96967523,2075.596112,0.043121065,No
51348.5273,52.43673978,1507.891341,0.029365815,No
20532.82373,54.62323385,1897.780821,0.092426684,No
33297.21402,46.57996004,3674.74134,0.110361826,No
55858.54924,25.86653378,5630.444972,0.100798267,No
43777.51848,20.0109277,3601.299685,0.082263678,No
27789.51906,58.51913348,186.8280739,0.006722969,No
36132.42388,34.29426042,99.4495914,0.002752364,No
20145.9886,21.28278372,839.8390632,0.041687657,No
63108.70739,43.19394153,5757.848995,0.091236998,No
26581.61453,61.95337375,5090.392774,0.191500511,No
62040.88963,62.04980097,7643.631046,0.123203118,No
69958.70554,30.5360199,8755.691977,0.125155146,Yes
38082.51952,45.51997724,4213.465259,0.110640402,No
45183.05418,33.89557822,5953.453524,0.131762972,Yes
36242.44796,39.41547079,5688.994849,0.156970491,No
44527.2589,42.09009228,4588.472286,0.103048613,No
40496.25582,20.10545872,4834.603798,0.11938397,No
24698.66931,48.91255747,2427.650788,0.098290752,No
60560.30553,49.75058567,1994.621134,0.032936114,No
48018.21146,50.20413902,6120.090021,0.127453519,No
30216.25196,26.56371653,2116.53731,0.070046322,No
61742.23995,44.87260781,8068.319704,0.13067747,No
47288.42667,62.42846686,4004.988852,0.084692791,No
24658.89932,59.43650057,590.5980812,0.023950707,No
64644.3481,58.84065675,9848.171449,0.15234389,No
57517.72414,52.48606979,4536.857209,0.078877551,No
52945.54779,54.63191519,6262.007945,0.118272607,No
36366.99041,47.19141009,371.040895,0.010202684,No
62113.72957,27.884415,11928.50986,0.192043047,Yes
62279.5195,26.66646905,6801.405893,0.109207745,No
61799.08496,56.95796104,5619.217604,0.090927198,No
50139.74001,30.26781235,7758.799823,0.154743519,Yes
69566.68435,52.96708771,9875.037183,0.141950666,No
44897.48837,51.35806105,5732.399032,0.127677499,No
22572.30276,51.01624042,724.1931885,0.032083266,No
37123.07964,19.9466845,5659.509278,0.15245258,Yes
68744.78865,60.73005586,5207.883117,0.07575677,No
21081.19418,52.38283326,2395.16535,0.113616208,No
58828.29212,32.40292043,5947.645468,0.101101787,No
46706.45886,18.83033629,7084.263509,0.151676314,Yes
32312.85338,28.15532047,228.3308036,0.007066253,No
60778.76502,43.01302298,10021.04922,0.164877474,No
30948.04155,42.7513536,3995.807295,0.129113414,No
60122.01157,62.90960494,7189.350735,0.119579345,No
43321.68112,32.28625435,743.867141,0.017170782,No
47904.34124,40.03927024,6183.514146,0.129080455,No
58597.38325,53.28803374,2588.490266,0.044174161,No
66091.90591,24.2041407,8743.509701,0.1322932,Yes
47316.70138,27.06419772,1940.674044,0.041014568,No
40872.63977,54.94806156,5312.491706,0.129976721,No
35154.49348,52.89921324,4037.719604,0.11485643,No
32222.81881,61.81061588,934.4771331,0.029000478,No
40447.67296,22.49292385,1072.192659,0.026508142,No
48463.20455,50.52642975,8120.25809,0.167555121,No
42843.09913,28.63178613,839.869024,0.019603368,No
50310.42244,53.03869686,8361.7191,0.166202522,No
57565.19996,37.73785449,5353.561654,0.092999966,No
55066.18297,55.7392007,9332.702666,0.169481561,No
46065.94821,52.8386392,4947.308728,0.10739622,No
38309.58566,55.4291345,3545.723971,0.092554485,No
54472.14476,59.245985,10836.38309,0.198934394,No
58695.0944,29.77440963,1826.516302,0.031118722,No
54748.91231,31.59685864,5438.093693,0.099327885,No
46328.17192,56.84083064,7879.676208,0.170083901,No
49633.32747,38.98900889,7915.313443,0.159475777,No
66339.78388,35.59190521,2350.891508,0.035437129,No
62650.71966,33.48406627,6425.365364,0.102558524,No
27646.78005,56.31166878,3132.148692,0.113291627,No
21437.61575,45.73140049,2563.960873,0.119601028,No
50648.19844,56.51730671,7110.755833,0.14039504,No
29670.67184,53.55019966,2928.984088,0.098716473,No
20258.53866,29.11553162,2767.8373,0.136625714,Yes
34475.21797,42.30791846,3162.133837,0.091721939,No
28926.43246,62.06525128,750.067107,0.025930163,No
20660.66895,49.36388109,1756.037625,0.084994229,No
24987.93409,49.06510864,3946.898246,0.157952163,No
29672.56081,51.01980481,607.9094842,0.020487261,No
23241.59989,40.84775603,457.1966172,0.019671478,No
24217.22876,23.51076748,2104.384323,0.086896166,No
65574.09334,23.51304252,3031.246326,0.046226279,No
55994.45879,31.1392572,680.6196961,0.012155126,No
67369.33212,57.63423984,2299.418172,0.034131527,No
23305.77149,28.21752876,4521.004312,0.193986469,Yes
35195.46635,49.6584056,2836.988178,0.080606637,No
27135.07262,54.8364598,1387.248801,0.051123829,No
24037.16514,23.31157432,2469.364426,0.1027311,No
51625.31323,44.80884119,4592.24555,0.088953369,No
50705.76626,53.20582216,1096.967075,0.021633971,No
58079.1569,18.66302679,11540.04581,0.198695133,Yes
62192.46707,46.0507889,1863.891003,0.029969723,No
62553.66841,63.92497558,4641.704785,0.074203558,No
68147.95732,22.98439448,12307.56232,0.180600605,Yes
27619.66141,47.54050593,2774.832781,0.100465851,No
65330.19284,28.58998731,4030.803692,0.061698941,No
26680.14584,47.76173998,1671.184924,0.062637773,No
46104.59891,51.05635889,2342.472921,0.050807793,No
44904.59764,44.20668666,4953.773599,0.110317737,No
52934.59443,50.40298165,3248.627718,0.061370598,No
43509.75776,18.07533586,7363.037639,0.169227273,Yes
22118.35733,63.01594669,3928.121846,0.177595551,No
56275.41002,30.24987142,2224.88416,0.039535637,No
48630.97953,27.02167736,5862.833029,0.120557576,Yes
64272.7,37.77801477,4929.878818,0.076702532,No
24349.00295,53.75252283,3890.47105,0.159779481,No
34332.31526,36.5013709,1225.720223,0.035701648,No
64940.24109,43.94104124,8196.930726,0.126222672,No
30595.74801,40.91149463,3495.069881,0.114233843,No
53422.21625,28.18853052,7441.759617,0.13930084,Yes
69995.68558,52.71967321,2084.370861,0.029778562,No
48270.79624,45.30585103,6232.280399,0.129110785,No
27028.15559,48.10959467,331.3643087,0.012259967,No
23519.86609,34.39370686,2368.381231,0.100697054,No
37302.0834,35.01540389,2366.17424,0.063432764,No
55601.27185,18.8429929,10533.45516,0.189446299,Yes
62678.64545,25.83939413,333.4413981,0.005319856,No
41602.43398,25.25986939,7005.079292,0.168381477,Yes
27533.00133,46.76592846,1551.420288,0.056347663,No
30594.17656,50.0438201,118.3421421,0.003868126,No
47846.9459,24.41835729,3713.262688,0.077607099,No
55273.275,25.41639103,10282.99745,0.186039229,Yes
23086.25541,24.84996033,1256.40116,0.054422042,No
29621.27488,32.45542329,5575.253691,0.188217884,Yes
47533.92095,39.95519407,6637.770871,0.139642822,No
62519.18418,44.40997496,2324.547705,0.037181351,No
50878.95904,44.96512582,3257.012629,0.064014923,No
58580.95951,56.62695134,4317.715478,0.0737051,No
69445.64945,28.81827377,10643.40418,0.153262361,Yes
60929.17235,60.05877767,11146.07446,0.18293494,No
35496.6655,47.00274607,168.0547853,0.004734382,No
33572.4235,57.44221936,3369.377023,0.100361448,No
55306.91435,20.14031182,5272.535014,0.095332294,No
34141.92764,47.15114867,3371.66431,0.098754363,No
40453.89095,20.70989283,890.9395353,0.022023581,No
69088.77742,53.93562663,11246.48815,0.16278314,No
30885.6922,55.15075882,5216.354091,0.168892251,No
58683.22632,24.8449593,271.7344685,0.00463053,No
60675.81216,39.9639062,11617.74891,0.191472491,No
68460.68003,35.77560039,949.9566247,0.013875945,No
63653.83991,27.51536888,8866.527185,0.139292888,Yes
42522.57576,18.32612216,5036.25528,0.118437211,No
54140.42913,30.88889273,7896.223766,0.145847085,Yes
47548.36262,47.83910014,6153.936564,0.129424784,No
24114.01226,52.33581555,3900.829601,0.161766095,No
20686.23909,33.28052356,3052.576691,0.147565571,Yes
21412.30861,26.38271039,2639.710126,0.123280034,Yes
69391.1466,63.80067091,2550.265147,0.036752025,No
32319.26222,42.93199308,2733.420559,0.084575587,No
52862.94714,47.33139712,9754.152239,0.184517753,No
48383.27615,39.7047263,2763.263955,0.057111965,No
36430.5384,38.22744175,5855.185594,0.160721907,No
44268.89401,27.93317102,6043.143106,0.136509918,Yes
63806.32925,56.6321662,114.4999674,0.001794492,No
46195.77717,32.41359859,927.0675939,0.020068232,No
23743.16077,42.73457772,3254.74895,0.137081536,No
22089.83748,21.29670327,2584.022038,0.116977865,No
54707.28851,44.23788146,10255.19011,0.187455646,No
23203.64719,58.56887607,749.1453684,0.032285673,No
25342.25068,40.36114009,871.5300911,0.034390398,No
31645.63282,32.16327128,5193.838197,0.164124959,Yes
32306.8084,21.90630584,3603.364078,0.111535749,No
61262.81632,49.41303041,5564.163603,0.090824483,No
26388.7273,19.37152054,1191.332138,0.045145494,No
53009.42543,36.07447938,3589.253506,0.067709723,No
58163.54068,58.7474847,2237.927764,0.038476471,No
38665.03393,55.12592175,6152.004833,0.159110292,No
25289.04722,53.34272481,3701.537602,0.1463692,No
66049.93403,29.3157674,13172.6813,0.199435192,Yes
56282.98253,62.3698886,8215.558384,0.145968782,No
35778.61523,30.62820738,5544.654684,0.154971193,Yes
29174.24031,18.52862799,665.5770001,0.022813859,No
55934.43256,60.75524976,5643.179899,0.100889195,No
32256.86152,20.09639947,2809.322185,0.087092236,No
68052.80692,28.75880168,1415.718263,0.020803231,No
26957.05387,55.26487741,4172.988238,0.154801347,No
48685.04202,32.53325603,9698.582169,0.199210718,Yes
38288.07108,28.73543162,1723.399373,0.045011392,No
42468.02083,28.62581918,1902.26561,0.044792895,No
55377.77303,46.91822152,6882.873416,0.124289458,No
54231.70279,21.27421064,10156.14231,0.187273159,Yes
53283.25871,49.00469291,4065.218795,0.076294485,No
52534.78548,47.18361948,3810.131842,0.072525886,No
47847.51563,26.65183777,8494.016431,0.177522622,Yes
59998.25327,54.30892681,4659.535976,0.077661194,No
58684.51301,31.73226475,5415.817417,0.092286996,No
49114.78793,61.48152255,6388.85036,0.130079974,No
57179.40201,21.37312158,2991.967351,0.052325964,No
69395.11648,23.95138858,11047.68434,0.159199738,Yes
43963.73801,41.55384223,4481.436861,0.101934846,No
66326.47247,40.98032875,5602.160022,0.08446341,No
35886.72684,34.66834878,843.749092,0.023511453,No
35578.23411,42.394597,3640.848886,0.102333603,No
48689.00043,36.56309217,3859.471823,0.079267839,No
56510.83536,47.30828614,9255.439649,0.163781682,No
50275.89996,41.81982332,5541.821255,0.110228186,No
56665.49409,61.64512274,11159.79317,0.196941602,No
42912.09054,60.58219753,4550.122853,0.106033586,No
22169.72922,36.97071669,947.1996384,0.042724908,No
35919.80732,27.30412443,1227.109484,0.034162474,No
61987.68527,27.63108779,2618.243037,0.042238116,No
30044.68352,49.77406378,1428.439625,0.04754384,No
61528.27242,55.90302305,10897.90548,0.17712029,No
31196.49177,47.17878489,987.2615366,0.031646556,No
66003.95999,33.07351468,11207.49523,0.169800346,Yes
56960.67384,25.51799914,4856.483454,0.085260288,No
41315.10789,57.52009412,1378.909057,0.033375419,No
64913.34384,26.76631122,9781.326722,0.150682836,Yes
32804.90449,62.29439051,4961.25568,0.151235181,No
25789.2098,26.49416967,2410.277414,0.093460693,No
31908.35431,38.25251186,1857.461578,0.05821239,No
56050.30258,23.97382954,6870.83901,0.122583442,Yes
66505.77569,25.61824062,6571.197021,0.098806411,No
57504.07174,55.71713443,8107.267645,0.140985975,No
44619.11149,59.85248724,2474.977159,0.055468992,No
21158.93529,54.30391261,3562.308296,0.168359525,No
22765.19092,20.58742742,540.6177247,0.023747559,No
25052.82026,45.57399348,3367.701923,0.134424064,No
61006.1073,54.18129557,5850.770691,0.095904672,No
